Product_name,Category,Review,Overall Sentiment Score,reviewer_name,age,gender,area
MAGGI Curry Noodles 73g,Noodles,Good quality products. Good packing. fast delivery. Highly recommended. Thank you daraz.,0,Bathri Emily,21,Male,Southern
MAGGI Curry Noodles 73g,Noodles,Price was discounted off the printed lable on product. Was not crushed. New batch. Highly recommended to buy in packs of five to save on shipping.,0,Davis Daniel,35,Male,Southern
MAGGI Curry Noodles 73g,Noodles,Good product. safety packaging.Good job. thank you Daraz.,0,Taylor Daniel,67,Female,Central
MAGGI Curry Noodles 73g,Noodles,quick delivery expire date has 6months,2,Maryam David,55,Female,North Central
MAGGI Curry Noodles 73g,Noodles,Having couple of months before the expiry date.. Satisfied ..,2,Maryam John,44,Male,North Western
MAGGI Curry Noodles 73g,Noodles,Good product ..well packed..Thank u Daraz..❤️,1,Christopher Daniel,49,Male,Sabaragamuwa
MAGGI Curry Noodles 73g,Noodles,Thanks you daraz. really satisfied with daraz .,1,Johnson Jane,49,Male,Uva
MAGGI Curry Noodles 73g,Noodles,safe package .... recommended ... thank you..,0,Anderson Vinoth,61,Male,Eastern
MAGGI Curry Noodles 73g,Noodles,good product 😋 yummy…,1,Smith Saini,47,Male,Uva
MAGGI Curry Noodles 73g,Noodles,very fast shipping,2,Christopher Daniel,49,Male,Sabaragamuwa
MAGGI Curry Noodles 73g,Noodles,Product is as described. Packaging was done well and the shipping was done very promptly and received it very quickly. Extremely satisfied and I highly recommend this seller and product.,0,Anderson Vinoth,61,Male,Eastern
MAGGI Curry Noodles 73g,Noodles,Very poor packing. One packet came punched.. They just send in a large cardboard box without proper packing. ,4,Maryam Thinesh,27,Male,North Western
MAGGI Curry Noodles 73g,Noodles,Received in good condition. Packed really well. Fast delivery. Thanks for good service.,0,Miller Matthew,44,Female,North Western
Wijaya Noodles 500g,Noodles,All are in good condition. Box is a good protecting type. All are having new dates. Highly recommending Daraz.,0,Bathri Daniel,59,Male,North Western
Wijaya Noodles 500g,Noodles,Safe delivery. Very long expire date. That is really good. I will buy again.,0,Anderson Jane,75,Female,Western
Wijaya Noodles 500g,Noodles,Good product. Well packed and fast delivery. Highly recommended 🙂🙂,0,Vithujan Thinesh,73,Male,North Western
Wijaya Noodles 500g,Noodles,Damaged noodles pack,0,Wilson Jane,53,Male,Southern
Wijaya Noodles 500g,Noodles,Good.. dry noodles does not get mushy if you happen to overcook.. 2nd time iam buying this product ,2,Davis Jane,73,Male,North Western
Wijaya Noodles 500g,Noodles,"excellent product and worth for the money ,recommended",0,Wilson Jane,53,Male,Southern
Wijaya Noodles 500g,Noodles,"my favorite product is wijaya product, always good, I recommend this product",0,Smith Saini,47,Male,Uva
Wijaya Noodles 500g,Noodles,"Highly recommend this store,well packed my order, Thanks",0,Kumar Michael,24,Female,Sabaragamuwa
Wijaya Noodles 500g,Noodles,Thanks a lot for the fresh batch of products. ,0,Anderson John,28,Male,North Western
Wijaya Noodles 500g,Noodles,good item fast shipping recommend to buy,0,Anderson Olivia,37,Female,Western
Wijaya Noodles 500g,Noodles,quick delivery low price thank you daraz,2,Kumar Matthew,30,Male,Northern
Wijaya Noodles 500g,Noodles,Huge pack for this price. Good quality.,0,Vithujan Daniel,28,Female,Eastern
Wijaya Noodles 500g,Noodles,wijaya products is best.thx daraz,2,Miller Zidan,56,Male,Sabaragamuwa
Harischandra Plain Noodles 400G,Noodles,"Good quality, well packed and quick delivery.",0,Maryam David,55,Female,North Central
Harischandra Plain Noodles 400G,Noodles,wow hirschandra product.easy way to buy this product,1,Johnson Michael,69,Male,Northern
Harischandra Plain Noodles 400G,Noodles,"It was packed well. The ants were sent in the courier service, the courier service partner is the last. Your parcel only comes in that direction, the distance is too far away. Ask if you want to leave the road and then take it, can you come and collect it. We pay the courier charges, if you don't, you don't have to accept the courier service.",4,Wilson David,57,Female,Sabaragamuwa
Harischandra Plain Noodles 400G,Noodles,Superb delivery fast..... I hope good recommended Thank you so much your fast delivery,0,Williams Emma,52,Female,Central
Harischandra Plain Noodles 400G,Noodles,Excellent Product! One of the best Harischandra Products!,0,Vithujan Matthew,28,Male,Southern
Harischandra Plain Noodles 400G,Noodles,In good shape. thank you for the quick delivery.,0,Williams John,32,Male,North Central
Harischandra Plain Noodles 400G,Noodles,"Original, Fast shipping, well packed. ",1,Jones Jane,37,Female,Sabaragamuwa
Harischandra Plain Noodles 400G,Noodles,thank you for quick service ,1,Wilson Thinesh,57,Male,Sabaragamuwa
Harischandra Plain Noodles 400G,Noodles,damaged one ,1,Maryam Saini,38,Female,Western
Harischandra Plain Noodles 400G,Noodles,Price bit higher than normal,2,Vithujan Emma,44,Male,Northern
Harischandra Plain Noodles 400G,Noodles,Good. Fast delivery,1,Miller Albert,69,Male,Sabaragamuwa
Harischandra Plain Noodles 400G,Noodles,well packed. deliver within one day. recommend,1,Anderson Vinoth,61,Male,Eastern
Harischandra Plain Noodles 400G,Noodles,this is very tasty. my favourite,1,Bathri Michael,66,Female,Sabaragamuwa
Fortune Sunflower Oil 05 Ltr,Cooking oil,I haven't received my items. Fraud business.,1,Williams Karthi,53,Female,Western
Fortune Sunflower Oil 05 Ltr,Cooking oil,"I am really happy to reveived the parcel because no damage and leakage , it covered very tight. fast delivery as they delivered within two days worth of price and when i saw on advertisment at daraz (same picture), they delivered",2,Miller Matthew,44,Female,North Western
Fortune Sunflower Oil 05 Ltr,Cooking oil,recvd early .good job.perfect packaging .worth buying.i recommend .this is my 2 nd bottle.,0,Christopher John,26,Male,North Western
Fortune Sunflower Oil 05 Ltr,Cooking oil,same as the picture.. super fast shipping.. very well packed.. thank you,0,Wilson Matthew,42,Male,North Western
Fortune Sunflower Oil 05 Ltr,Cooking oil,"Worst item I have ever received, after one moth it was changed like to a gum, not healthy product now it's like a binder gum still same colour but like a gum don't make food using this, This is not healthy 100% sure don't buy this this is not healthy, daraz need to get action for this if you sell products like this buyers stuck in very big troubles don't waste your money for this fake fake not healthy product",3,Wilson Sophia,30,Female,North Western
Fortune Sunflower Oil 05 Ltr,Cooking oil,I bought is oil more than five time because cheap one and quality oil cheaper than market value,1,Vithujan Emily,27,Male,Western
Fortune Sunflower Oil 05 Ltr,Cooking oil,"Received with Good Packaging, Fast Delivery, Highly Recommended Seller",0,Bathri Albert,41,Male,Eastern
Fortune Sunflower Oil 05 Ltr,Cooking oil,good packaging and product ,1,Kumar Matthew,30,Male,Northern
Fortune Sunflower Oil 05 Ltr,Cooking oil,good and safety packings ,0,Taylor Zidan,56,Male,Western
Fortune Sunflower Oil 05 Ltr,Cooking oil,speed service. ,2,Brown Sophia,25,Male,North Western
Fortune Sunflower Oil 05 Ltr,Cooking oil,in the current economic crisis this is the cheapest way to buy even groceries ,3,Davis Saini,50,Female,Southern
Fortune Sunflower Oil 05 Ltr,Cooking oil,product in good condition . well packed . quick delivery.,0,Johnson Daniel,67,Female,Southern
Fortune Sunflower Oil 05 Ltr,Cooking oil,Daraz has to work on the delivery delay. Items are not delivered with in the promised delivery dates. ,2,Maryam David,55,Female,North Central
Fortune Sunflower Oil 05 Ltr,Cooking oil,"Very well packed and fast shipping , I’m satisfied with my order 😘",0,Johnson Vinoth,25,Male,Sabaragamuwa
Fortune Sunflower Oil 05 Ltr,Cooking oil,packed very well very reasonable price Express delivery. superb 👍,0,Kumar Zidan,63,Male,Southern
Fortune Sunflower Oil 05 Ltr,Cooking oil,Quick delivery. Good packaging. Satisfied. ,0,Maryam Michael,42,Female,Central
Fortune Vegetable Oil 01 Ltr,Cooking oil,All the tins dented and distorted . Poor packing . no bubble wraps around .,3,Taylor Jane,38,Female,North Central
Fortune Vegetable Oil 01 Ltr,Cooking oil,this product price 800.00 but I have paid after offer 860.00 rupees ,2,Williams Emma,52,Female,Central
Fortune Vegetable Oil 01 Ltr,Cooking oil,very good packing i love it and very quickly delivery thank uh so much daraz,0,Smith Karthi,38,Male,Uva
Fortune Vegetable Oil 01 Ltr,Cooking oil,"extremely dissapointed, as i ordered this and another item from this seller, i made the payment, and the second it was done, i received a message from daraz saying my order was initiated for refund, the reason was because it was out of stock. because of the sellers mistake, i have to wait for 7 working days to recieve my refund. Very unfair and extremely dissapointed. please be careful when ordering from daraz. the seller is not responding to the messages and there no any other way of contacting him.",4,Anderson Olivia,37,Female,Western
Fortune Vegetable Oil 01 Ltr,Cooking oil,Super deal. Quality product. Thank you,0,Wilson Daniel,62,Male,Eastern
Fortune Vegetable Oil 01 Ltr,Cooking oil,Best place to buy all grocery items with super discounts,0,Jones Jane,37,Female,Sabaragamuwa
Fortune Vegetable Oil 01 Ltr,Cooking oil,Packing was not good. My other packages also ruined. They sent an defective bottle cap. Oil was leaked everywhere.,3,Davis Jane,73,Male,North Western
Fortune Vegetable Oil 01 Ltr,Cooking oil,good packaging and quick delivery ,1,Brown Emma,33,Male,Northern
Fortune Vegetable Oil 01 Ltr,Cooking oil,Very fast delivery with in 2days,2,Maryam Vinoth,20,Female,Southern
Fortune Vegetable Oil 01 Ltr,Cooking oil,it leaked little bit though it's sealed,2,Bathri David,23,Male,Southern
Fortune Vegetable Oil 01 Ltr,Cooking oil,good seller. safely arrived,0,Wilson Daniel,62,Male,Eastern
Fortune Vegetable Oil 01 Ltr,Cooking oil,Good quality packed well,0,Kumar Albert,37,Female,North Central
Fortune Vegetable Oil 01 Ltr,Cooking oil,Service is awesome. And i received the good product. ,0,Kumar Michael,24,Female,Sabaragamuwa
Fortune Vegetable Oil 01 Ltr,Cooking oil,Fast delivery 😃 good seller 😃 thank you daraz ❤️,0,Kumar Vinoth,23,Female,Western
Fortune Vegetable Oil 01 Ltr,Cooking oil,Next day delivery and quality produc,2,Taylor Daniel,67,Female,Central
Fortune Coconut Oil 01 Ltr,Cooking oil,Packing was not good. My other packages also ruined. They sent an defective bottle cap. Oil was leaked everywhere. ,3,Brown Saini,31,Male,North Western
Fortune Coconut Oil 01 Ltr,Cooking oil,OKAY product!!,1,Kumar David,73,Female,Sabaragamuwa
Fortune Coconut Oil 01 Ltr,Cooking oil,Item delivered on time without any issues. Good item. ,4,Jones Karthi,34,Male,Northern
Fortune Coconut Oil 01 Ltr,Cooking oil,no any damage 👌👌,4,Davis Zidan,56,Female,Eastern
Fortune Coconut Oil 01 Ltr,Cooking oil,Higher price,2,Vithujan David,57,Female,North Central
Fortune Coconut Oil 01 Ltr,Cooking oil,Good product well packed,0,Anderson Olivia,37,Female,Western
Fortune Coconut Oil 01 Ltr,Cooking oil,“I love Daraz” Best shopping experience! Value for money Great customer service Amazing refund policy A wide range of goods… Thank you Daraz your service is good…,0,Kumar Sophia,47,Female,Uva
Fortune Coconut Oil 01 Ltr,Cooking oil,Good product. I hope it's the lowest price in the market without compensating the quality.,1,Bathri Michael,66,Female,Sabaragamuwa
Fortune Coconut Oil 01 Ltr,Cooking oil,"same price as keels , good quality.",1,Miller Zidan,56,Male,Sabaragamuwa
Fortune Coconut Oil 01 Ltr,Cooking oil,cheaper than the market price. received within 4 days.,2,Anderson Olivia,37,Female,Western
Fortune Coconut Oil 01 Ltr,Cooking oil,"Good product and packing , Thanks Daraz",0,Taylor Michael,18,Male,Western
Fortune Coconut Oil 01 Ltr,Cooking oil,Good price good product thanks fortune🤩,0,Christopher Michael,51,Male,Eastern
Fortune Coconut Oil 01 Ltr,Cooking oil,Wrong price Oil price 800 Bill 910 Cheating me ,3,Williams John,32,Male,North Central
Fortune Coconut Oil 01 Ltr,Cooking oil,delevered soon.. good Delevary service,1,Jones Sophia,55,Female,Central
Fortune Coconut Oil 01 Ltr,Cooking oil,Well packed. Happy with the product,0,Wilson Olivia,45,Male,Eastern
Fortune Coconut Oil 01 Ltr,Cooking oil,Good packaging good quality nice offer thank you Daraz and seller ,0,Wilson Michael,30,Female,Central
Gravity Whole-Kernel Virgin Coconut Oil 2 Liter x Two Cans,Cooking oil,Highly recommend this sellers products. Every purchase that I made super satisfied. this is my 6th order. Quality stuff. Neatly packed. Thanks seller and Daraz.,0,Bathri Matthew,63,Female,Central
Gravity Whole-Kernel Virgin Coconut Oil 2 Liter x Two Cans,Cooking oil,"good product, nice packing, oder arrived within 24 hours",0,Davis Zidan,56,Female,Eastern
Gravity Whole-Kernel Virgin Coconut Oil 2 Liter x Two Cans,Cooking oil,best products. smell is so good. safely packed and delivered on time . highly recommended . Thank you daraz .Thank you seller . happy about your service .⚘⚘,0,Christopher John,26,Male,North Western
Gravity Whole-Kernel Virgin Coconut Oil 2 Liter x Two Cans,Cooking oil,good packaging. fast delivery. Very good item!,0,Vithujan Daniel,28,Female,Eastern
Gravity Whole-Kernel Virgin Coconut Oil 2 Liter x Two Cans,Cooking oil,There is a leak in the package. ,4,Christopher Daniel,49,Male,Sabaragamuwa
Gravity Whole-Kernel Virgin Coconut Oil 2 Liter x Two Cans,Cooking oil,very good product. highly recommend seller & customer service also excellent. when i received this there's a leak because of the delivery guy not put in the right side up. but after i contact the seller and he said he'll refund the money for my loss. agin thank you very much for your fast response and the quality of the product.,0,Christopher Saini,19,Female,Central
Gravity Whole-Kernel Virgin Coconut Oil 2 Liter x Two Cans,Cooking oil,Product is excellent as always! I have ordered a couple of times before. Well packed and safely delivered. This time I ordered a two litre and received a five litre. I am perfectly happy with that but I would like to pay for the balance. Let me know how.,0,Christopher Albert,64,Male,Uva
Gravity Whole-Kernel Virgin Coconut Oil 2 Liter x Two Cans,Cooking oil,On time delivery. Nice product.,1,Anderson Olivia,37,Female,Western
Gravity Whole-Kernel Virgin Coconut Oil 2 Liter x Two Cans,Cooking oil,Excellent oil. But the packaging bottle needs to be remade as it leaks out a little bit. It happened earlier as well. But this is the best pure coconut oil in sri lanka. Thank you so much. ,0,Miller Sophia,32,Male,Northern
Gravity Whole-Kernel Virgin Coconut Oil 2 Liter x Two Cans,Cooking oil,Good quality ,1,Davis Matthew,71,Female,Western
Gravity Whole-Kernel Virgin Coconut Oil 2 Liter x Two Cans,Cooking oil,"Unlike on previous ocassions ,this time the expiry date, manufacturing date & price not available in the back of the container. It is blank on the available place.",2,Wilson David,57,Female,Sabaragamuwa
Gravity Whole-Kernel Virgin Coconut Oil 2 Liter x Two Cans,Cooking oil,Excellent Product.This is my 2nd order and its taste and aroma is unmatched.recommended seller and product. ,1,Williams Michael,42,Female,Eastern
Gravity Whole-Kernel Virgin Coconut Oil 2 Liter x Two Cans,Cooking oil,Thank you for a v quick and prompt delivery. Awesome product as I've been using the same.for past 2 years or so. Hope that you will keep the high natural quality n standards without been money minded like most of SL COMPANIES AND PRODUCTS.,0,Jones Vinoth,29,Female,Uva
Gravity Whole-Kernel Virgin Coconut Oil 2 Liter x Two Cans,Cooking oil,It kind a leaked but that ok so fresh product,0,Taylor Olivia,50,Male,Northern
Gravity Whole-Kernel Virgin Coconut Oil 2 Liter x Two Cans,Cooking oil,Thank you for a v quick and prompt delivery. Awesome product as I've been using the same.for past 2 years or so. Hope that you will keep the high natural quality n standards without been money minded like most of SL COMPANIES AND PRODUCTS.,0,Christopher Emma,29,Female,North Central
Gravity Whole-Kernel Virgin Coconut Oil 2 Liter x Two Cans,Cooking oil,good product. smell is sooo good. Thanx alot eventhough it has packed safely oil has leaked. so it's better to concern more about packing.,0,Smith Thinesh,28,Male,Southern
Gravity Whole-Kernel Virgin Coconut Oil 2 Liter x Two Cans,Cooking oil,we don't buy any other coconut oil anymore. tasted this only once. now we continue buying from them. amazing quality and taste.... good customer service as well. RECOMMEND seller.,0,Davis Matthew,71,Female,Western
Gravity Whole-Kernel Virgin Coconut Oil 2 Liter x Two Cans,Cooking oil,Excellent product.Having Natural Coconut oil Aroma & Greate taste.recommended Product and seller.,0,Jones Vinoth,29,Female,Uva
Gravity Whole-Kernel Virgin Coconut Oil 2 Liter x Two Cans,Cooking oil,Amazing smell. The oil is very clean. Will be ordering continuously hereafter... RECOMMEND seller.,0,Bathri Jane,56,Female,Sabaragamuwa
Udhaya Krishna Agmark Ghee 100ml,Cooking oil,Wonderful and deliver other products also so soon please . ,0,Johnson Vinoth,25,Male,Sabaragamuwa
Udhaya Krishna Agmark Ghee 100ml,Cooking oil,very gud gee oil gud smell and tasty...super,0,Maryam David,55,Female,North Central
Udhaya Krishna Agmark Ghee 100ml,Cooking oil,received the delivery safe and fast. Seems to be good quality. Thanks!,0,Davis Saini,50,Female,Southern
Udhaya Krishna Agmark Ghee 100ml,Cooking oil,It smells good and good quality. But the cost is higher.,1,Jones Saini,60,Female,North Central
Udhaya Krishna Agmark Ghee 100ml,Cooking oil,very gud gee oil gud smell and tasty...super,1,Vithujan Sophia,22,Female,Sabaragamuwa
Udhaya Krishna Agmark Ghee 100ml,Cooking oil,very teasti but price is high,2,Smith Emma,69,Female,Western
Udhaya Krishna Agmark Ghee 100ml,Cooking oil,I have ordered this product many times.. good quality as always 👍,1,Johnson Sophia,60,Female,Southern
Udhaya Krishna Agmark Ghee 100ml,Cooking oil,"good quality product, smell also so good, thanks seller",0,Johnson Daniel,67,Female,Southern
Udhaya Krishna Agmark Ghee 100ml,Cooking oil,not worth for this price,2,Taylor Jane,38,Female,North Central
Udhaya Krishna Agmark Ghee 100ml,Cooking oil,not worth for this price,2,Johnson John,21,Female,North Western
Udhaya Krishna Agmark Ghee 100ml,Cooking oil,Finest Ghee in the Market. Nice smell and taste.,1,Maryam David,55,Female,North Central
Udhaya Krishna Agmark Ghee 100ml,Cooking oil,World class product. highly recommended seller,1,Miller Matthew,44,Female,North Western
Udhaya Krishna Agmark Ghee 100ml,Cooking oil,this product is damage iam very upset,3,Brown Emma,33,Male,Northern
Udhaya Krishna Agmark Ghee 100ml,Cooking oil,Still didn't taste. But the product is in good quality. Has a long expiry date. Thank you !,0,Wilson Matthew,42,Male,North Western
Udhaya Krishna Agmark Ghee 100ml,Cooking oil,Excellent ghee. Thank you. ,0,Bathri David,23,Male,Southern
Udhaya Krishna Agmark Ghee 100ml,Cooking oil,Excellent for healthy cooking. Genuine Seller,0,Maryam Daniel,61,Female,Western
Bee Natural Organic Virgin Coconut Oil 1L,Cooking oil,Very good product. 🙂🙂🌹 This bottle was packed very carefully. 100% pure coconut oil. I highly recommend this product to everyone. Buy without fear. That coconut oil is like water. This coconut oil is 1000% purer than the yellow dirty coconut oil available in regular stores. I look forward to buying this coconut oil next time too. 👍👍👍,0,Wilson Albert,24,Male,Uva
Bee Natural Organic Virgin Coconut Oil 1L,Cooking oil,I highly recommend Bee Natural Organic Virgin Coconut Oil .Very good quality products reasonably priced and nice packaging . It has a good coconut scent and flavor. I recommend it to everyone to try it as you will buy more and I will buy more products from this seller in the future😊,0,Wilson Albert,24,Male,Uva
Bee Natural Organic Virgin Coconut Oil 1L,Cooking oil,Unsatisfied!,0,Soosai Olivia,49,Male,Southern
Bee Natural Organic Virgin Coconut Oil 1L,Cooking oil,superb nice taste. oil getting superb good smells nice tnx ur service all things satisfied superb. recommended ladies. superb product buying this oil superb 👍👌❤️💕❤️❤️❤️💯,0,Davis Albert,30,Female,Central
Bee Natural Organic Virgin Coconut Oil 1L,Cooking oil,Ordered Bee Natural Organic Virgin Coconut Oil. Instead received Bertini blended olive oil.,0,Maryam Olivia,73,Female,Central
Bee Natural Organic Virgin Coconut Oil 1L,Cooking oil,Items were received well packed.However one bottle was found hazy in color and with some sediments,1,Kumar Zidan,63,Male,Southern
Bee Natural Organic Virgin Coconut Oil 1L,Cooking oil,This is my second order. Extremely excellent product. This is one of the best coconut oil brands in the world. I urge you all to buy this without any hesitation. 🤟🤟❤️❤️,0,Kumar Sophia,47,Female,Uva
Bee Natural Organic Virgin Coconut Oil 1L,Cooking oil,Brand is different to what’s shown on the pic. But it’s fine. ,0,Soosai Sophia,32,Male,Eastern
Bee Natural Organic Virgin Coconut Oil 1L,Cooking oil,"Amazing products, next day delivery. Highly recommend. Buying on days with store discount and credit card discount is a steal.",0,Vithujan Albert,61,Female,Northern
Bee Natural Organic Virgin Coconut Oil 1L,Cooking oil,WoW 🤩 Well packed! Excellent product with high quality! 👍🏻 Highly satisfied 👍🏻 Highly recommended! Good luck! ❤️,0,Wilson Matthew,42,Male,North Western
Bee Natural Organic Virgin Coconut Oil 1L,Cooking oil,product was delivered within 24hrs. bubble wrapped and boxed. would like it if an option could be given to do away with the extra plastic. no complaints on the product .,4,Smith Saini,47,Male,Uva
Bee Natural Organic Virgin Coconut Oil 1L,Cooking oil,great. worth every drop,4,Smith Michael,61,Male,Northern
Bee Natural Organic Virgin Coconut Oil 1L,Cooking oil,Organic certified and Premium Quality product 💜. Safely packed all in one package 😃 Highly recommend for all.,0,Johnson Sophia,60,Female,Southern
Bee Natural Organic Virgin Coconut Oil 1L,Cooking oil,This is my 2nd order.Thank you for the good quality products,1,Davis Olivia,49,Male,Northern
Bee Natural Organic Virgin Coconut Oil 1L,Cooking oil,Complete different product than the offered Very bad oil quality and comunicación with seller.,4,Jones Olivia,47,Male,Central
Bee Natural Organic Virgin Coconut Oil 1L,Cooking oil,"can see some particles inside,inside its pack is dirty & dusty",4,Bathri Matthew,63,Female,Central
Bee Natural Organic Virgin Coconut Oil 1L,Cooking oil,One of the best product that I’ve ever experienced in Sri Lanka. Highly recommended this to anyone. ,0,Vithujan Emily,27,Male,Western
Bee Natural Organic Virgin Coconut Oil 1L,Cooking oil,Product is great. Perfectly packed and delivered on time. Expiry date is next year. I don't find any discrepancies between the product and the advertisement.,0,Kumar Matthew,30,Male,Northern
Bee Natural Organic Virgin Coconut Oil 1L,Cooking oil,Excellent quality product.....Excellent quality product😍Best organic virgin coconut oil I have used. Highly Recommended 👍🏻👍🏻 Good Luck!,0,Kumar Matthew,30,Male,Northern
Extra Virgin Olive Oil 1L DANTE Made in Italy,Cooking oil,Very good product. 100% Pure Olive Oil. I would highly recommend this product to anyone. It also contains a very nice smell. 🙂🙂👍👍,0,Bathri Olivia,44,Female,Uva
Extra Virgin Olive Oil 1L DANTE Made in Italy,Cooking oil,"It's good, but I've started to notice a perfume-like taste that is off putting. It's also a bit bitter. I lived in Portugal, so I know good olive oil. This is just ok. Not great.",2,Maryam Olivia,73,Female,Central
Extra Virgin Olive Oil 1L DANTE Made in Italy,Cooking oil,It's a super packing too. Stomach dead❤️😋,1,Soosai Karthi,20,Female,Northern
Extra Virgin Olive Oil 1L DANTE Made in Italy,Cooking oil,Very helpful supplier. Quickly responded to the messages. DANTE brand was not available but sent a different one after confirming with me. Reliable supplier. Thank you!,0,Williams Emma,52,Female,Central
Extra Virgin Olive Oil 1L DANTE Made in Italy,Cooking oil,The seller did not have Dante brand in stock. He offered me three alternative brands. I chose one of them. very responsive seller. The cap of the bottle I received was dented. seller kindly offered to return it if I was worried. but I took a chance and unscrewed the cap. There was a plastic stopper inside and it was well intact. only issue is that it is supposed to expire in another five months. Usually ones with long expiry dates are more expensive in the local market. Because of this short expiry the seller can offer it at Walmart price. Seller has covered the bottle with a lot of bubble wrap. Therefore the dent might have been there when it was packed. But still it is worth as I may use it soon. The seller is very responsive and responsible. Therefore him and the product are recommended. But suggest to be more careful during inspection before packing the item.,0,Wilson Michael,30,Female,Central
Extra Virgin Olive Oil 1L DANTE Made in Italy,Cooking oil,They are sending a fake low quality brand. This is not good. Take a look at this post about the low quality brand seloolive.com/blogs/olive-oil/fake-olive-oil-brands,3,Taylor John,26,Male,Northern
Extra Virgin Olive Oil 1L DANTE Made in Italy,Cooking oil,I ordered this product but received another olive oil,2,Kumar Karthi,63,Female,Central
Extra Virgin Olive Oil 1L DANTE Made in Italy,Cooking oil,excellent item. Well packaged and delivered within 3 days thanks daraz and seller ,0,Kumar Michael,24,Female,Sabaragamuwa
Extra Virgin Olive Oil 1L DANTE Made in Italy,Cooking oil,It was delivered fast and well packed. The product is in good quality too. Thanks!!,0,Bathri Karthi,35,Female,North Western
Extra Virgin Olive Oil 1L DANTE Made in Italy,Cooking oil,Recieved well-placed and also the quality is up to standards. Thank you !,1,Johnson Saini,47,Male,Western
Extra Virgin Olive Oil 1L DANTE Made in Italy,Cooking oil,Item not as what you advertised. Different brand names.,1,Bathri Matthew,63,Female,Central
Extra Virgin Olive Oil 1L DANTE Made in Italy,Cooking oil,Damaged.!,1,Kumar Emma,71,Male,Eastern
Extra Virgin Olive Oil 1L DANTE Made in Italy,Cooking oil,"Thank you for fast delivery, good communication with the customer ",0,Johnson Emily,19,Male,Southern
Extra Virgin Olive Oil 1L DANTE Made in Italy,Cooking oil,good product ❤️ recommend this product 😍😍😍waww 🙏🙏thanks ❤️,0,Davis Matthew,71,Female,Western
Extra Virgin Olive Oil 1L DANTE Made in Italy,Cooking oil,Hey this was a high quality product and really enjoyed.,1,Johnson Emma,28,Male,Central
Extra Virgin Olive Oil 1L DANTE Made in Italy,Cooking oil,I've been buying olive oil from supermarkets for many years and then I found this here in Daraz. This is one of the better olive oils I found in Sri Lanka. Great taste. Thank you Italian Mart! ,0,Bathri Olivia,44,Female,Uva
"Pure Organic Sesame Oil ,Gingelly Oil or Til Oil Natural Ayurveda Oil 375 ML",Cooking oil,"decently packed, thank you",1,Wilson Daniel,62,Male,Eastern
"Pure Organic Sesame Oil ,Gingelly Oil or Til Oil Natural Ayurveda Oil 375 ML",Cooking oil,It was very well packed. Oil is also very good. 👍,0,Wilson Daniel,62,Male,Eastern
"Pure Organic Sesame Oil ,Gingelly Oil or Til Oil Natural Ayurveda Oil 375 ML",Cooking oil,Quick delivery with safe packing. Expiry date also in far long period. ,1,Maryam Thinesh,27,Male,North Western
"Pure Organic Sesame Oil ,Gingelly Oil or Til Oil Natural Ayurveda Oil 375 ML",Cooking oil,"as per expectation, good product.. safely packed and delivered",0,Vithujan Emily,27,Male,Western
"Pure Organic Sesame Oil ,Gingelly Oil or Til Oil Natural Ayurveda Oil 375 ML",Cooking oil,Got the opportunity to buy with a special rate with 10% from credit card offer. Fantastic offer ,0,Williams Saini,46,Female,North Central
"Pure Organic Sesame Oil ,Gingelly Oil or Til Oil Natural Ayurveda Oil 375 ML",Cooking oil,"Thank you, safely packed.. thanks",0,Vithujan Daniel,28,Female,Eastern
"Pure Organic Sesame Oil ,Gingelly Oil or Til Oil Natural Ayurveda Oil 375 ML",Cooking oil,Got my package..Quick delivery and had wrap it safely...Let's see the result after using these products ..😊👍,2,Smith John,19,Male,Northern
"Pure Organic Sesame Oil ,Gingelly Oil or Til Oil Natural Ayurveda Oil 375 ML",Cooking oil,This is my 3rd bottle from this seller. excellent packaging and very happy with the product ,0,Williams David,21,Male,Uva
"Pure Organic Sesame Oil ,Gingelly Oil or Til Oil Natural Ayurveda Oil 375 ML",Cooking oil,Fast delivery and very satisfied with the product🔥,1,Wilson David,57,Female,Sabaragamuwa
"Pure Organic Sesame Oil ,Gingelly Oil or Til Oil Natural Ayurveda Oil 375 ML",Cooking oil,Very disappointed for delivery ,4,Taylor Emily,70,Female,Southern
"Pure Organic Sesame Oil ,Gingelly Oil or Til Oil Natural Ayurveda Oil 375 ML",Cooking oil,the bottle was in leak,4,Anderson Daniel,75,Male,Northern
"Pure Organic Sesame Oil ,Gingelly Oil or Til Oil Natural Ayurveda Oil 375 ML",Cooking oil,Genuine Product,2,Davis Jane,73,Male,North Western
Wijaya White Rice Flour 1Kg,Herbs & Spices,The items were packed well. Got it for reasonable price. Don't know why the shipping cost so high and not allow us to select a hub to collect the stuff. I have been purchasing from daraz for long time now More than the item the shipping is very high please think about the customer.,1,Williams Jane,59,Male,Northern
Wijaya White Rice Flour 1Kg,Herbs & Spices,"The item was the same as the description.No damages. But they have put the soaps in to the same box , that was really very disappointed. luckily the soap scent didn't effect the food items. please next time separate these items send us",1,Miller Zidan,56,Male,Sabaragamuwa
Wijaya White Rice Flour 1Kg,Herbs & Spices,packet is damaged. kindly refund or replace with new packet.,1,Miller David,29,Female,Western
